0,0.010929,0,-0.0060144,0,0.0008188,0,-0.015398,-0.0083109,0,0,0,0,0,0,0,0,-0.013492,0,0,-0.0076786,0,0,0,0,0,0,-0.0050768,0,0.010666
0.010929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066449,0,0,0,0.00078083,-0.0093667,-0.00016421
9.3871e-15,0,0,0,0,0,0,0.0046764,0,0,0,0,0,-0.0044941,0,0,0,-0.0022091,0.0026797,0,0,0,0,0,0.001021,0,-0.0079362,0,0,0
-0.0060144,0,0,0,0,0.0070619,0,0,0,0,0,-0.00023191,0,0,0,0,0,0,0,0,-0.0075619,0.00093931,0,0,0,0,0,0,0,0
-3.4552e-15,0,0,0,0,0,0,0,-0.0083067,0.0045353,0,0,0.0065205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047512
0.0008188,0,0,0.0070619,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038602,0,0,0,0.0062052,0,0,0,0,-0.0092754,0,0,0
-1.8362e-15,0,0,0,0,0,0,0,0.0035868,-0.0090226,0,-0.0056627,0,0,0,-0.0080407,0,0,0,0,-0.0021563,0,0,0,0,0,0,0,0,0
-0.015398,0,0.0046764,0,0,0,0,0,0,0,0,0,0,-0.014368,0,0,0,-0.0074525,0,0.0068063,0,0,0,0,0,0,0,-0.0051039,0,0
-0.0083109,0,0,0,-0.0083067,0,0.0035868,0,0,0.0064748,0,0,0,0,0,0,0,0,0,0,0.0077464,0,0,0,0,0,0,0,0,0.0070267
9.1855e-16,0,0,0,0.0045353,0,-0.0090226,0,0.0064748,0,0,0,-0.0053334,0,0,-0.0038796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5061e-16,0,0,0,0,0,0,0,0,0,0,0.0084326,0,0,0,0,0,0,0,0,0,-0.0088676,0.024916,0,-0.0077886,0,0.007736,0,0,0
0,0,0,-0.00023191,0,0,-0.0056627,0,0,0,0.0084326,0,0,0,0,0.010533,0,0,0,0,0.001773,-0.0090655,0.01073,0,0,0,0,0,0,0
1.574e-18,0,0,0,0.0065205,0,0,0,0,-0.0053334,0,0,0,0,0,0.0029343,0,0,0,0,0,0,0,0.019935,0,0,0,0,0,-0.0057297
1.5587e-18,0,-0.0044941,0,0,0,0,-0.014368,0,0,0,0,0,0,0,0,0,0,0.0076843,0.056679,0,0,0,0,0,0,0,0,0,0
1.5563e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054761,-0.0057806,0,-0.005362,0,0,0,0.0080299,0,0,0,0,0,0,0
6.3398e-19,0,0,0,0,0,-0.0080407,0,0,-0.0038796,0,0.010533,0.0029343,0,-0.054761,0,0,0,0,0,0,0,-0.01079,0,0,0,0,0,0,0
4.3632e-28,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057806,0,0,0,-0.002532,0,0,0,-0.0076223,0,0.020405,0,0,0,0,0
-0.013492,0,-0.0022091,0,0,-0.0038602,0,-0.0074525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062767,0,0,0
6.6329e-29,0,0.0026797,0,0,0,0,0,0,0,0,0,0,0.0076843,-0.005362,0,-0.002532,0,0,0,0,0,0,0,-0.0016442,0,0,0,0,0
1.2081e-28,0,0,0,0,0,0,0.0068063,0,0,0,0,0,0.056679,0,0,0,0,0,0,0,0,0,0,0,-0.014703,0,0.010469,0,0
-0.0076786,0,0,-0.0075619,0,0,-0.0021563,0,0.0077464,0,0,0.001773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1837e-28,0,0,0.00093931,0,0.0062052,0,0,0,0,-0.0088676,-0.0090655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007945,0,0,0
-1.171e-28,0,0,0,0,0,0,0,0,0,0.024916,0.01073,0,0,0.0080299,-0.01079,-0.0076223,0,0,0,0,0,0,0,-0.0053306,0,0,0,0,0
6.5822e-29,0.0066449,0,0,0,0,0,0,0,0,0,0,0.019935,0,0,0,0,0,0,0,0,0,0,0,0,0.010945,0,0,0.0063573,0.023009
-1.6034e-29,0,0.001021,0,0,0,0,0,0,0,-0.0077886,0,0,0,0,0,0.020405,0,-0.0016442,0,0,0,-0.0053306,0,0,0,0.0048849,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014703,0,0,0,0.010945,0,0,0,-0.0091883,-0.0084143,0
0,0,-0.0079362,0,0,-0.0092754,0,0,0,0,0.007736,0,0,0,0,0,0,0.0062767,0,0,0,0.007945,0,0,0.0048849,0,0,0,0,0
-0.0050768,0.00078083,0,0,0,0,0,-0.0051039,0,0,0,0,0,0,0,0,0,0,0,0.010469,0,0,0,0,0,-0.0091883,0,0,0.00024656,0
0,-0.0093667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063573,0,-0.0084143,0,0.00024656,0,0
0.010666,-0.00016421,0,0,-0.0047512,0,0,0,0.0070267,0,0,0,-0.0057297,0,0,0,0,0,0,0,0,0,0,0.023009,0,0,0,0,0,0
