1,0,0.16174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12415,0.06092,0,0,0,0,0,0,0,0.0059374,0.72813,0,0
0,1,0,0,0,0,0.48362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1739,0,0.45172,0.61167,0,0,0,0
0.16174,0,1,0,0,0,0,0.46335,0,0,0,0,0,0,0,0,0,0.13654,0.2921,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0.057601,0,0,0,0,0.21823,0,0,0,0,0,0.053263,0.10928,0,0.23495,0,0.10451,0.16915,0,0,0,0.16309,0
0,0,0,0,1,0,0,0,0,0,0,0.025892,0,0,0,0,0.37909,0,0,0,0,0,0.076249,0.63223,0,0.14664,0,0,0,0
0,0,0,0,0,1,0.10404,0,0.14709,0.61874,0,0,0,0,0.33571,0,0,0.64657,0,0,0,0,0.020682,0,0,0,0,0,0,0.81152
0,0.48362,0,0,0,0.10404,1,0,0.65315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10312,0,0.42378,0,0,0,0.44658,0
0,0,0.46335,0.057601,0,0,0,1,0,0,0,0,0,0.4633,0,0,0,0.15709,0.22512,0,0.35871,0,0,0,0,0,0,0,0.15676,0
0,0,0,0,0,0.14709,0.65315,0,1,0,0,0,0,0.37315,0,0,0,0,0,0,0.34715,0,0,0,0,0,0,0,0.42708,0.17194
0,0,0,0,0,0.61874,0,0,0,1,0,0,0,0,0.49065,0,0,0.80266,0,0,0,0,0,0,0,0,0,0.1454,0,0
0,0,0,0,0,0,0,0,0,0,1,0.10364,0,0,0,0.20787,0,0,0,0,0,0.18112,0,0,0,0,0.054875,0,0,0
0,0,0,0,0.025892,0,0,0,0,0,0.10364,1,0,0,0,0.39048,0,0,0,0.31332,0,0,0,0.034647,0,0,0,0,0,0
0,0,0,0.21823,0,0,0,0,0,0,0,0,1,0,0,0,0.60653,0,0,0,0,0,0,0.31453,0.3515,0.28231,0,0,0,0
0,0,0,0,0,0,0,0.4633,0.37315,0,0,0,0,1,0,0,0,0,0,0,0.56383,0,0,0,0,0,0,0,0.29638,0
0,0,0,0,0,0.33571,0,0,0,0.49065,0,0,0,0,1,0,0,0,0,0,0,0,0.0076436,0,0,0,0,0.16313,0,0
0,0,0,0,0,0,0,0,0,0,0.20787,0.39048,0,0,0,1,0,0,0,0.55062,0,0.14532,0,0,0,0,0,0,0,0
0,0,0,0,0.37909,0,0,0,0,0,0,0,0.60653,0,0,0,1,0,0,0,0,0,0,0.49564,0,0.26744,0,0,0,0
0.12415,0,0.13654,0,0,0.64657,0,0.15709,0,0.80266,0,0,0,0,0,0,0,1,0,0,0.29081,0,0,0,0,0,0,0.14187,0,0.65315
0.06092,0,0.2921,0.053263,0,0,0,0.22512,0,0,0,0,0,0,0,0,0,0,1,0,0,0.043128,0,0,0,0,0.085093,0,0,0
0,0,0,0.10928,0,0,0,0,0,0,0,0.31332,0,0,0,0.55062,0,0,0,1,0,0.14698,0,0.079769,0,0,0,0,0,0
0,0,0,0,0,0,0,0.35871,0.34715,0,0,0,0,0.56383,0,0,0,0.29081,0,0,1,0,0,0,0,0,0,0,0,0.36571
0,0,0,0.23495,0,0,0,0,0,0,0.18112,0,0,0,0,0.14532,0,0,0.043128,0.14698,0,1,0,0,0,0,0.099417,0,0,0
0,0.1739,0,0,0.076249,0.020682,0.10312,0,0,0,0,0,0,0,0.0076436,0,0,0,0,0,0,0,1,0,0,0.23495,0,0,0,0
0,0,0,0.10451,0.63223,0,0,0,0,0,0,0.034647,0.31453,0,0,0,0.49564,0,0,0.079769,0,0,0,1,0,0,0,0,0,0
0,0.45172,0,0.16915,0,0,0.42378,0,0,0,0,0,0.3515,0,0,0,0,0,0,0,0,0,0,0,1,0.32908,0,0,0.62689,0
0,0.61167,0,0,0.14664,0,0,0,0,0,0,0,0.28231,0,0,0,0.26744,0,0,0,0,0,0.23495,0,0.32908,1,0,0,0,0
0.0059374,0,0,0,0,0,0,0,0,0,0.054875,0,0,0,0,0,0,0,0.085093,0,0,0.099417,0,0,0,0,1,0,0,0
0.72813,0,0,0,0,0,0,0,0,0.1454,0,0,0,0,0.16313,0,0,0.14187,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0.16309,0,0,0.44658,0.15676,0.42708,0,0,0,0,0.29638,0,0,0,0,0,0,0,0,0,0,0.62689,0,0,0,1,0
0,0,0,0,0,0.81152,0,0,0.17194,0,0,0,0,0,0,0,0,0.65315,0,0,0.36571,0,0,0,0,0,0,0,0,1
