0,0,0,-0.0010184,0,0,0,0,0,0,0,0.0049508,0,0,0,0,0.011221,0.0057233,0,0.010443,0,0,0,-0.0067028,0,0,0,0.0042447,0,0
3.4192e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013374,0,0,0,-0.015709,0,0.0064446,0,0,0,0,0.011074,0.0017128,0,0,0
1.3008e-15,0,0,0,0,0,0,0,0,0.0034732,-0.0026899,0,0,0.016233,0,-0.00089124,-0.010026,-0.0080476,0,0,0,0,0,0,0,0,0,0,0,0
-0.0010184,0,0,0,0,0,0,0,0,0.005911,0,0,0,0,0,0,0,-0.0073507,0,0,0,0.0064249,0,0,0,0,0,0.0059406,0,0
2.338e-15,0,0,0,0,0,0,0,0,0,0,0.0076107,0,0,0,0,0,0,0,-0.0058117,0.0068422,0,-0.0050424,-0.0057967,0,0,0,0,0,-0.0026815
2.1698e-15,0,0,0,0,0,0.0083647,0,-0.017125,0,0,-0.0061515,0.0042287,0,0,0,0,0,0,0,0,0.0047122,0,0,0,0,-0.0044798,-0.0066364,0,-0.0062217
-1.2484e-15,0,0,0,0,0.0083647,0,0.011021,-0.0017374,0,0.0076984,0,0.012594,0,0,0,0,0,0,0,0,0,0,0,-0.0020205,0,0,0,0,0
2.5753e-15,0,0,0,0,0,0.011021,0,0,0,0,0,0.0091186,0,0,0,0,0,0,0,0,0,0,0,-0.061527,-0.017426,0,0,0,0
3.7912e-17,0,0,0,0,-0.017125,-0.0017374,0,0,0.00093214,0.002199,0,0,0,0,0,0,0,0,0,0,-0.0099783,0,0,0,0,0,0,0,0
6.2392e-16,0,0.0034732,0.005911,0,0,0,0,0.00093214,0,-0.0065967,0,0,0,0,0,0,0.0078758,0,0,0,-0.012499,0,0,0,0,0,0,0,0
-4.6794e-16,0,-0.0026899,0,0,0,0.0076984,0,0.002199,-0.0065967,0,0,0,0,0,-0.0029588,0,0,0,0,0,0,0,0,-0.0067468,0,0,0,0,0
0.0049508,0,0,0,0.0076107,-0.0061515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029632,0,0,0,-0.0063401,0,0.0078926
-5.416e-19,0,0,0,0,0.0042287,0.012594,0.0091186,0,0,0,0,0,0,-0.0070164,0,0,0,0,0,0,0,0,0,0,-0.00074062,-0.0030248,0,0,0
0,0,0.016233,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011227,-0.0075562,0,0,0,0,0,0,0,0,0,0,0,-0.0071368,0
1.261e-28,-0.0013374,0,0,0,0,0,0,0,0,0,0,-0.0070164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072085,-0.010488,0,0,0
-1.0603e-28,0,-0.00089124,0,0,0,0,0,0,0,-0.0029588,0,0,-0.0011227,0,0,0,0,0,0,0,0,0,0,0.023052,0,0,0,-0.0030248,0
0.011221,0,-0.010026,0,0,0,0,0,0,0,0,0,0,-0.0075562,0,0,0,0.018634,0,0.011995,0,0,0,0,0,0,0,0,0.0075182,0
0.0057233,0,-0.0080476,-0.0073507,0,0,0,0,0,0.0078758,0,0,0,0,0,0,0.018634,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7203e-40,-0.015709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092887,0,-0.0071024,0,0,0,0.011288,0,0,0.0078377
0.010443,0,0,0,-0.0058117,0,0,0,0,0,0,0,0,0,0,0,0.011995,0,0,0,-0.017645,0,0,-0.0048024,0,0,0,0,0.052705,0
1.4137e-39,0.0064446,0,0,0.0068422,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092887,-0.017645,0,0,0.00403,0,0,0,0,0,0,0
9.1827e-40,0,0,0.0064249,0,0.0047122,0,0,-0.0099783,-0.012499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007935,0,0
-2.2862e-39,0,0,0,-0.0050424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071024,0,0.00403,0,0,0,0,0,0,0,0,-0.0057967
-0.0067028,0,0,0,-0.0057967,0,0,0,0,0,0,0.00029632,0,0,0,0,0,0,0,-0.0048024,0,0,0,0,0,0,0,0,0,0
3.5894e-39,0,0,0,0,0,-0.0020205,-0.061527,0,0,-0.0067468,0,0,0,0,0.023052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.011074,0,0,0,0,0,-0.017426,0,0,0,0,-0.00074062,0,-0.0072085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0017128,0,0,0,-0.0044798,0,0,0,0,0,0,-0.0030248,0,-0.010488,0,0,0,0.011288,0,0,0,0,0,0,0,0,0,0,0.0061281
0.0042447,0,0,0.0059406,0,-0.0066364,0,0,0,0,0,-0.0063401,0,0,0,0,0,0,0,0,0,0.007935,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071368,0,-0.0030248,0.0075182,0,0,0.052705,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.0026815,-0.0062217,0,0,0,0,0,0.0078926,0,0,0,0,0,0,0.0078377,0,0,0,-0.0057967,0,0,0,0.0061281,0,0,0
